PROTEIN	TAXON	sequences in db	letters in db	avrg length	hits	alignments	score	e-value	description
						1	186.0	5.6092e-15	gi|1188102250|ref|XP_020772844.1| vascular endothelial growth factor C-like [Boleophthalmus pectinirostris]
						1	186.0	6.42303e-15	gi|432850346|ref|XP_004066785.1| vascular endothelial growth factor C [Oryzias latipes]
						1	177.0	7.56015e-15	gi|1199353828|ref|XP_021174247.1| vascular endothelial growth factor A-like [Fundulus heteroclitus]
						1	172.0	7.91512e-15	gi|1563326811|gb|QAV55628.1| vascular endothelial growth factor a, partial [Coregonus clupeaformis]
						1	176.0	7.91605e-15	gi|1101626204|ref|XP_018976863.1| PREDICTED: placenta growth factor-like [Cyprinus carpio]
						1	184.0	1.13592e-14	gi|542248924|ref|XP_005460836.1| vascular endothelial growth factor C [Oreochromis niloticus]
						1	183.0	1.42673e-14	gi|1143409372|ref|XP_019958892.1| PREDICTED: vascular endothelial growth factor C-like [Paralichthys olivaceus]
						1	182.0	2.42572e-14	gi|1007733941|ref|XP_015807721.1| PREDICTED: vascular endothelial growth factor C-like [Nothobranchius furzeri]
						1	182.0	2.43651e-14	gi|499039161|ref|XP_004570217.1| vascular endothelial growth factor C [Maylandia zebra] >gi|554877173|ref|XP_005948443.1| PREDICTED: vascular endothelial growth factor C-like [Haplochromis burtoni] >gi|1468919486|ref|XP_026015196.1| vascular endothelial growth factor C-like [Astatotilapia calliptera]
						1	182.0	2.50931e-14	gi|548455684|ref|XP_005747396.1| PREDICTED: vascular endothelial growth factor C-like [Pundamilia nyererei]
						1	182.0	2.54879e-14	gi|928066999|ref|XP_013883162.1| PREDICTED: vascular endothelial growth factor C-like [Austrofundulus limnaeus]
						1	182.0	2.59394e-14	gi|736221923|ref|XP_010780101.1| PREDICTED: vascular endothelial growth factor C-like isoform X1 [Notothenia coriiceps]
						1	181.0	2.6306e-14	gi|1079752730|ref|XP_018546109.1| PREDICTED: vascular endothelial growth factor C-like [Lates calcarifer]
						1	181.0	3.24824e-14	gi|736221926|ref|XP_010780102.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Notothenia coriiceps]
						1	180.0	3.92221e-14	gi|1041125902|ref|XP_017287099.1| vascular endothelial growth factor C-like [Kryptolebias marmoratus]
						1	179.0	4.92566e-14	gi|1357726844|ref|XP_024150161.1| vascular endothelial growth factor C-like [Oryzias melastigma]
						1	173.0	5.26701e-14	gi|1007691021|gb|AMQ77797.1| vascular endothelial growth factor C, partial [Maylandia zebra]
						1	179.0	5.62123e-14	gi|1549143768|gb|RVE75514.1| hypothetical protein OJAV_G00017570 [Oryzias javanicus]
						1	170.0	5.81371e-14	gi|1025474540|ref|XP_016516781.1| PREDICTED: vascular endothelial growth factor A-like [Poecilia formosa]
						1	178.0	6.83871e-14	gi|583995407|ref|XP_006792834.1| PREDICTED: vascular endothelial growth factor C-like [Neolamprologus brichardi]
						1	169.0	8.00936e-14	gi|961877105|ref|XP_014849811.1| PREDICTED: vascular endothelial growth factor A-like [Poecilia mexicana]
						1	165.0	9.78019e-14	gi|153957606|gb|ABS53345.1| vascular endothelial growth factor, partial [Cyprinodon variegatus]
						1	167.0	1.67707e-13	gi|1434968420|ref|XP_025754582.1| snake venom vascular endothelial growth factor toxin VR-1' isoform X2 [Oreochromis niloticus]
						1	167.0	1.92499e-13	gi|542219764|ref|XP_005449780.1| placenta growth factor isoform X3 [Oreochromis niloticus]
						1	173.0	2.0398e-13	gi|768923331|ref|XP_003966606.2| PREDICTED: vascular endothelial growth factor C-like [Takifugu rubripes]
						1	167.0	2.21771e-13	gi|542219762|ref|XP_005449779.1| snake venom vascular endothelial growth factor toxin VR-1' isoform X1 [Oreochromis niloticus]
						1	174.0	2.99999e-13	gi|831311031|ref|XP_012687947.1| PREDICTED: vascular endothelial growth factor C-like [Clupea harengus]
						1	163.0	4.16588e-13	gi|1007724716|ref|XP_015803603.1| PREDICTED: vascular endothelial growth factor A-like [Nothobranchius furzeri]
						1	164.0	4.36488e-13	gi|583995954|ref|XP_006793093.1| PREDICTED: vascular endothelial growth factor A-A-like [Neolamprologus brichardi]
						1	167.0	6.12378e-13	gi|1158945368|ref|XP_020321164.1| vascular endothelial growth factor C-like [Oncorhynchus kisutch]
						1	171.0	7.74715e-13	gi|1342971433|ref|XP_023844066.1| vascular endothelial growth factor C-like [Salvelinus alpinus]
						1	170.0	9.96328e-13	gi|974106265|ref|XP_015252117.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Cyprinodon variegatus]
						1	170.0	9.98023e-13	gi|974106263|ref|XP_015252116.1| PREDICTED: vascular endothelial growth factor C-like isoform X1 [Cyprinodon variegatus]
						1	160.0	1.11445e-12	gi|1101560367|ref|XP_018946180.1| PREDICTED: snake venom vascular endothelial growth factor toxin VR-1'-like isoform X2 [Cyprinus carpio]
						1	169.0	1.30009e-12	gi|929217800|ref|XP_013985037.1| PREDICTED: vascular endothelial growth factor C-like [Salmo salar]
						1	160.0	1.32578e-12	gi|1434968423|ref|XP_025754583.1| vascular endothelial growth factor A isoform X4 [Oreochromis niloticus]
						1	161.0	1.35141e-12	gi|688605885|ref|XP_003200919.3| snake venom vascular endothelial growth factor toxin VR-1'-like isoform X1 [Danio rerio]
						1	158.0	1.44165e-12	gi|1101560369|ref|XP_018946181.1| PREDICTED: snake venom vascular endothelial growth factor toxin barietin-like isoform X3 [Cyprinus carpio]
						1	159.0	1.46453e-12	gi|1387735658|gb|PWA27470.1| hypothetical protein CCH79_00000148, partial [Gambusia affinis]
						1	161.0	1.53131e-12	gi|1025279288|ref|XP_016376830.1| PREDICTED: vascular endothelial growth factor A-like [Sinocyclocheilus rhinocerous]
						1	160.0	1.98324e-12	gi|1570473936|ref|XP_027895208.1| vascular endothelial growth factor A-like isoform X2 [Xiphophorus couchianus]
						1	158.0	2.67729e-12	gi|1101560365|ref|XP_018946179.1| PREDICTED: snake venom vascular endothelial growth factor toxin VR-1'-like isoform X1 [Cyprinus carpio]
						1	155.0	2.94142e-12	gi|688605888|ref|XP_009293766.1| snake venom vascular endothelial growth factor toxin barietin-like isoform X2 [Danio rerio]
						1	158.0	3.40874e-12	gi|1049267528|ref|XP_017573867.1| PREDICTED: vascular endothelial growth factor A-like [Pygocentrus nattereri]
						1	158.0	3.99801e-12	gi|1316053173|ref|XP_023203125.1| vascular endothelial growth factor A-like [Xiphophorus maculatus]
						1	157.0	4.26252e-12	gi|961887792|ref|XP_014899639.1| PREDICTED: vascular endothelial growth factor A-like [Poecilia latipinna]
						1	156.0	6.3161e-12	gi|658913208|ref|XP_008396592.1| PREDICTED: vascular endothelial growth factor A-like [Poecilia reticulata]
						1	156.0	6.38316e-12	gi|548345229|ref|XP_005725027.1| PREDICTED: vascular endothelial growth factor A-A-like [Pundamilia nyererei]
						1	163.0	7.10501e-12	gi|1211334815|ref|XP_021447235.1| vascular endothelial growth factor C-like [Oncorhynchus mykiss]
						1	163.0	7.14947e-12	gi|642089432|emb|CDQ82599.1| unnamed protein product [Oncorhynchus mykiss]
						1	163.0	7.95527e-12	gi|1367537244|ref|XP_024253456.1| vascular endothelial growth factor C-like isoform X1 [Oncorhynchus tshawytscha]
						1	163.0	8.53403e-12	gi|1367537246|ref|XP_024253458.1| vascular endothelial growth factor C-like isoform X2 [Oncorhynchus tshawytscha]
						1	153.0	8.79363e-12	gi|966674083|gb|KTG07464.1| hypothetical protein cypCar_00041845 [Cyprinus carpio]
						1	159.0	1.02592e-11	gi|1515214036|gb|ROL51941.1| Placenta growth factor [Anabarilius grahami]
						1	148.0	1.45674e-11	gi|1564224845|gb|RXM98659.1| Vascular endothelial growth factor A [Acipenser ruthenus]
						1	161.0	1.53345e-11	gi|972978111|ref|XP_006632034.2| PREDICTED: vascular endothelial growth factor C-like [Lepisosteus oculatus]
						1	160.0	1.7054e-11	gi|1338785511|ref|XP_023689702.1| vascular endothelial growth factor C-like isoform X2 [Paramormyrops kingsleyae]
						1	160.0	2.38577e-11	gi|1211241190|ref|XP_021474573.1| vascular endothelial growth factor C-like [Oncorhynchus mykiss] >gi|642115349|emb|CDQ68205.1| unnamed protein product [Oncorhynchus mykiss]
						1	159.0	2.73367e-11	gi|1343045624|ref|XP_023825029.1| vascular endothelial growth factor C [Salvelinus alpinus]
						1	152.0	2.88306e-11	gi|554813795|ref|XP_005917726.1| PREDICTED: vascular endothelial growth factor A-A-like [Haplochromis burtoni] >gi|930729697|ref|XP_014187690.1| PREDICTED: vascular endothelial growth factor A-A-like [Haplochromis burtoni]
						1	159.0	2.89788e-11	gi|1158943795|ref|XP_020320357.1| vascular endothelial growth factor C-like [Oncorhynchus kisutch]
						1	159.0	2.98363e-11	gi|1367532031|ref|XP_024250689.1| vascular endothelial growth factor C-like [Oncorhynchus tshawytscha]
						1	159.0	2.98363e-11	gi|929081950|ref|XP_014051428.1| PREDICTED: vascular endothelial growth factor C-like [Salmo salar]
						1	159.0	3.01251e-11	gi|1338733499|ref|XP_023679464.1| vascular endothelial growth factor C-like isoform X3 [Paramormyrops kingsleyae]
						1	159.0	3.03878e-11	gi|1338733497|ref|XP_023679456.1| vascular endothelial growth factor C-like isoform X2 [Paramormyrops kingsleyae]
						1	159.0	3.0426e-11	gi|1338733495|ref|XP_023679447.1| vascular endothelial growth factor C-like isoform X1 [Paramormyrops kingsleyae]
						1	151.0	3.27533e-11	gi|498941153|ref|XP_004542167.1| vascular endothelial growth factor A-A isoform X2 [Maylandia zebra] >gi|1468884917|ref|XP_025999396.1| vascular endothelial growth factor A-A-like isoform X1 [Astatotilapia calliptera]
						1	157.0	4.75589e-11	gi|938053900|gb|KPP59893.1| hypothetical protein Z043_122147, partial [Scleropages formosus]
						1	157.0	4.89658e-11	gi|1338785508|ref|XP_023689701.1| vascular endothelial growth factor C-like isoform X1 [Paramormyrops kingsleyae]
						1	151.0	5.21295e-11	gi|1282309244|ref|XP_023010924.1| vascular endothelial growth factor A-A isoform X1 [Maylandia zebra] >gi|1468884919|ref|XP_025999397.1| vascular endothelial growth factor A-A-like isoform X2 [Astatotilapia calliptera]
						1	148.0	5.49192e-11	gi|1434968425|ref|XP_025754584.1| vascular endothelial growth factor A isoform X5 [Oreochromis niloticus]
						1	156.0	7.03511e-11	gi|742233940|ref|XP_010901944.1| PREDICTED: vascular endothelial growth factor C [Esox lucius]
						1	149.0	1.08505e-10	gi|974084055|ref|XP_015239951.1| PREDICTED: vascular endothelial growth factor A-like [Cyprinodon variegatus]
						1	152.0	2.5129e-10	gi|938081615|gb|KPP77068.1| hypothetical protein Z043_103535, partial [Scleropages formosus]
						1	152.0	2.7927e-10	gi|1515192496|gb|ROL47671.1| Adenylosuccinate synthetase isozyme 2 [Anabarilius grahami]
						1	145.0	3.78433e-10	gi|1570473932|ref|XP_027895206.1| vascular endothelial growth factor A-like isoform X1 [Xiphophorus couchianus]
						1	146.0	1.30272e-09	gi|961828425|ref|XP_014837020.1| PREDICTED: vascular endothelial growth factor D [Poecilia mexicana]
						1	146.0	1.38885e-09	gi|961871454|ref|XP_014895309.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Poecilia latipinna] >gi|1025451011|ref|XP_016530855.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Poecilia formosa]
						1	146.0	1.39653e-09	gi|617426342|ref|XP_007560274.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Poecilia formosa] >gi|961871450|ref|XP_014895308.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Poecilia latipinna]
						1	146.0	1.62035e-09	gi|1564309209|gb|RXN06938.1| adenylosuccinate synthetase isozyme 2-like protein [Labeo rohita]
						1	144.0	1.92488e-09	gi|1395229703|gb|AWP01318.1| putative vascular endothelial growth factor D isoform 3 [Scophthalmus maximus]
						1	145.0	2.12327e-09	gi|1188096249|ref|XP_020794682.1| vascular endothelial growth factor D [Boleophthalmus pectinirostris]
						1	143.0	2.91016e-09	gi|1395229701|gb|AWP01316.1| putative vascular endothelial growth factor D [Scophthalmus maximus]
						1	143.0	2.98249e-09	gi|1395229702|gb|AWP01317.1| putative vascular endothelial growth factor D isoform 2 [Scophthalmus maximus]
						1	142.0	3.21245e-09	gi|1503285895|ref|XP_026803609.1| vascular endothelial growth factor D isoform X4 [Pangasianodon hypophthalmus]
						1	142.0	3.9994e-09	gi|1503285893|ref|XP_026803608.1| vascular endothelial growth factor D isoform X3 [Pangasianodon hypophthalmus]
						1	142.0	4.01522e-09	gi|658840617|ref|XP_008402707.1| PREDICTED: vascular endothelial growth factor D [Poecilia reticulata]
						1	142.0	4.01618e-09	gi|1503285889|ref|XP_026803606.1| vascular endothelial growth factor D isoform X1 [Pangasianodon hypophthalmus]
						1	142.0	4.11942e-09	gi|1503285891|ref|XP_026803607.1| vascular endothelial growth factor D isoform X2 [Pangasianodon hypophthalmus]
						1	142.0	4.24304e-09	gi|1042344192|ref|XP_017314631.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Ictalurus punctatus]
						1	142.0	4.56491e-09	gi|1042344190|ref|XP_017314630.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Ictalurus punctatus]
						1	140.0	6.16034e-09	gi|831327609|ref|XP_012696977.1| PREDICTED: platelet-derived growth factor subunit B-like [Clupea harengus]
						1	141.0	6.92171e-09	gi|1229023861|ref|XP_022076703.1| uncharacterized protein LOC110970708 isoform X1 [Acanthochromis polyacanthus] >gi|1229023863|ref|XP_022076704.1| uncharacterized protein LOC110970708 isoform X1 [Acanthochromis polyacanthus]
						1	142.0	7.20026e-09	gi|966711549|gb|KTG43787.1| hypothetical protein cypCar_00027054 [Cyprinus carpio]
						1	141.0	7.53634e-09	gi|1229023866|ref|XP_022076705.1| uncharacterized protein LOC110970708 isoform X2 [Acanthochromis polyacanthus]
						1	140.0	7.60203e-09	gi|1316092022|ref|XP_023187732.1| vascular endothelial growth factor D [Xiphophorus maculatus] >gi|1316092024|ref|XP_023187733.1| vascular endothelial growth factor D [Xiphophorus maculatus]
						1	140.0	1.0379e-08	gi|1308426336|ref|XP_023133933.1| uncharacterized protein LOC111573826 isoform X3 [Amphiprion ocellaris]
						1	140.0	1.06595e-08	gi|1308426326|ref|XP_023133930.1| uncharacterized protein LOC111573826 isoform X1 [Amphiprion ocellaris] >gi|1308426330|ref|XP_023133931.1| uncharacterized protein LOC111573826 isoform X1 [Amphiprion ocellaris]
						1	140.0	1.07383e-08	gi|1308426333|ref|XP_023133932.1| uncharacterized protein LOC111573826 isoform X2 [Amphiprion ocellaris]
						1	140.0	1.08829e-08	gi|657554609|ref|XP_008281776.1| PREDICTED: uncharacterized protein LOC103358541 [Stegastes partitus]
						1	140.0	1.10144e-08	gi|1129947099|ref|XP_019732939.1| PREDICTED: uncharacterized protein LOC109520262 isoform X2 [Hippocampus comes]
						1	138.0	1.19134e-08	gi|1520567725|ref|XP_027024223.1| vascular endothelial growth factor D isoform X3 [Tachysurus fulvidraco]
						1	140.0	1.23692e-08	gi|1129947097|ref|XP_019732938.1| PREDICTED: uncharacterized protein LOC109520262 isoform X1 [Hippocampus comes]
						1	132.0	1.29303e-08	gi|1025264586|ref|XP_016372845.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus rhinocerous]
						1	139.0	1.32683e-08	gi|1338827970|ref|XP_023656680.1| vascular endothelial growth factor D isoform X1 [Paramormyrops kingsleyae]
						1	138.0	1.53699e-08	gi|1338827972|ref|XP_023656681.1| vascular endothelial growth factor D isoform X2 [Paramormyrops kingsleyae]
						1	138.0	1.61742e-08	gi|974059280|ref|XP_015226733.1| PREDICTED: vascular endothelial growth factor D [Cyprinodon variegatus]
						1	137.0	2.06686e-08	gi|1520567719|ref|XP_027024221.1| vascular endothelial growth factor D isoform X1 [Tachysurus fulvidraco]
						1	137.0	2.10011e-08	gi|1520567722|ref|XP_027024222.1| vascular endothelial growth factor D isoform X2 [Tachysurus fulvidraco]
						1	138.0	2.13045e-08	gi|1168927379|ref|XP_020506964.1| uncharacterized protein LOC109996964 [Labrus bergylta]
						1	136.0	2.71506e-08	gi|1570569513|ref|XP_027870587.1| vascular endothelial growth factor D isoform X1 [Xiphophorus couchianus] >gi|1570569515|ref|XP_027870588.1| vascular endothelial growth factor D isoform X1 [Xiphophorus couchianus]
						1	136.0	2.72303e-08	gi|1248994860|ref|XP_022523902.1| vascular endothelial growth factor D isoform X2 [Astyanax mexicanus]
						1	137.0	2.81084e-08	gi|1199326067|ref|XP_021178201.1| vascular endothelial growth factor D [Fundulus heteroclitus]
						1	136.0	3.049e-08	gi|1143364359|ref|XP_019935422.1| PREDICTED: vascular endothelial growth factor D [Paralichthys olivaceus]
						1	135.0	3.54119e-08	gi|929103617|ref|XP_014062923.1| PREDICTED: vascular endothelial growth factor D-like, partial [Salmo salar]
						1	135.0	3.80804e-08	gi|1137543524|ref|XP_019897954.1| PREDICTED: vascular endothelial growth factor D isoform X3 [Esox lucius]
						1	135.0	3.84474e-08	gi|1570569517|ref|XP_027870589.1| vascular endothelial growth factor D isoform X2 [Xiphophorus couchianus]
						1	135.0	4.12544e-08	gi|1248994858|ref|XP_022523901.1| vascular endothelial growth factor D isoform X1 [Astyanax mexicanus]
						1	135.0	4.17422e-08	gi|734606108|ref|XP_010730180.1| vascular endothelial growth factor D [Larimichthys crocea]
						1	134.0	4.24595e-08	gi|831287500|ref|XP_012675113.1| PREDICTED: vascular endothelial growth factor D [Clupea harengus]
						1	135.0	4.88215e-08	gi|1563839216|gb|RXM29473.1| Vascular endothelial growth factor C [Acipenser ruthenus]
						1	134.0	5.35682e-08	gi|583970060|ref|XP_006780471.1| PREDICTED: vascular endothelial growth factor D-like [Neolamprologus brichardi]
						1	134.0	5.40582e-08	gi|1083311407|ref|XP_018605387.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Scleropages formosus]
						1	134.0	5.45998e-08	gi|542169358|ref|XP_003445851.2| vascular endothelial growth factor D [Oreochromis niloticus]
						1	134.0	5.80813e-08	gi|498949360|ref|XP_004543479.1| vascular endothelial growth factor D [Maylandia zebra] >gi|1468852070|ref|XP_026020208.1| vascular endothelial growth factor D [Astatotilapia calliptera]
						1	135.0	5.93001e-08	gi|1570484948|ref|XP_027898134.1| uncharacterized protein LOC114160000 [Xiphophorus couchianus] >gi|1570484952|ref|XP_027898135.1| uncharacterized protein LOC114160000 [Xiphophorus couchianus]
						1	134.0	6.09849e-08	gi|1168901670|ref|XP_020493561.1| vascular endothelial growth factor D [Labrus bergylta]
						1	134.0	6.15827e-08	gi|554866689|ref|XP_005943366.1| PREDICTED: vascular endothelial growth factor D [Haplochromis burtoni]
						1	134.0	6.25446e-08	gi|1564225986|gb|RXM99543.1| Vascular endothelial growth factor C [Acipenser ruthenus]
						1	134.0	6.38549e-08	gi|1503208873|ref|XP_026772940.1| uncharacterized protein LOC113528535 isoform X1 [Pangasianodon hypophthalmus] >gi|1503208875|ref|XP_026772941.1| uncharacterized protein LOC113528535 isoform X1 [Pangasianodon hypophthalmus]
						1	134.0	6.45568e-08	gi|1083311409|ref|XP_018605388.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Scleropages formosus]
						1	134.0	6.46609e-08	gi|548343443|ref|XP_005724173.1| PREDICTED: vascular endothelial growth factor D [Pundamilia nyererei]
						1	133.0	6.8064e-08	gi|1357729477|ref|XP_024151544.1| vascular endothelial growth factor D isoform X6 [Oryzias melastigma]
						1	133.0	6.82594e-08	gi|1211284185|ref|XP_021426323.1| vascular endothelial growth factor D-like [Oncorhynchus mykiss]
						1	133.0	6.83691e-08	gi|213514364|ref|NP_001134108.1| Vascular endothelial growth factor D precursor [Salmo salar] >gi|209730756|gb|ACI66247.1| Vascular endothelial growth factor D precursor [Salmo salar]
						1	133.0	6.87912e-08	gi|1228998302|ref|XP_022063995.1| vascular endothelial growth factor D [Acanthochromis polyacanthus]
						1	134.0	7.25599e-08	gi|1316058508|ref|XP_023205366.1| uncharacterized protein LOC102232368 [Xiphophorus maculatus]
						1	132.0	8.21704e-08	gi|1357729475|ref|XP_024151543.1| vascular endothelial growth factor D isoform X5 [Oryzias melastigma]
						1	133.0	8.4361e-08	gi|1129966281|ref|XP_019742485.1| PREDICTED: vascular endothelial growth factor D [Hippocampus comes]
						1	133.0	8.49619e-08	gi|742167655|ref|XP_010884800.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Esox lucius]
						1	132.0	8.80557e-08	gi|1137543522|ref|XP_019897953.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Esox lucius]
						1	132.0	9.13851e-08	gi|1007736854|ref|XP_015808972.1| PREDICTED: vascular endothelial growth factor D isoform X3 [Nothobranchius furzeri]
						1	133.0	9.20291e-08	gi|1469986944|ref|XP_026180977.1| uncharacterized protein LOC113141017 isoform X1 [Mastacembelus armatus]
						1	133.0	9.25327e-08	gi|1079796105|ref|XP_018523300.1| PREDICTED: uncharacterized protein LOC108877675 [Lates calcarifer]
						1	133.0	9.38453e-08	gi|1387744804|gb|PWA33187.1| hypothetical protein CCH79_00013666 [Gambusia affinis]
						1	133.0	9.48665e-08	gi|1007718849|ref|XP_015800916.1| PREDICTED: uncharacterized protein LOC107376371 [Nothobranchius furzeri]
						1	133.0	9.86671e-08	gi|1049214748|ref|XP_017541091.1| PREDICTED: uncharacterized protein LOC108413209 isoform X1 [Pygocentrus nattereri] >gi|1049214750|ref|XP_017541100.1| PREDICTED: uncharacterized protein LOC108413209 isoform X1 [Pygocentrus nattereri]
						1	132.0	1.11481e-07	gi|1472943609|ref|XP_026212070.1| stress response protein nst1-like [Anabas testudineus]
						1	131.0	1.1637e-07	gi|1158849552|ref|XP_020333598.1| vascular endothelial growth factor D isoform X2 [Oncorhynchus kisutch]
						1	132.0	1.23067e-07	gi|657574142|ref|XP_008290764.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Stegastes partitus]
						1	132.0	1.26016e-07	gi|1511128169|ref|XP_026853725.1| uncharacterized protein LOC113569852, partial [Electrophorus electricus]
						1	132.0	1.28172e-07	gi|1529894597|ref|XP_010734165.3| uncharacterized protein LOC104922905 [Larimichthys crocea]
						1	131.0	1.34649e-07	gi|657574140|ref|XP_008290763.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Stegastes partitus]
						1	131.0	1.38288e-07	gi|1007736851|ref|XP_015808971.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Nothobranchius furzeri]
						1	131.0	1.45553e-07	gi|1007736849|ref|XP_015808970.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Nothobranchius furzeri]
						1	132.0	1.47145e-07	gi|1041098496|ref|XP_017272036.1| uncharacterized protein LOC108236096 [Kryptolebias marmoratus]
						1	131.0	1.50287e-07	gi|1079739739|ref|XP_018539199.1| PREDICTED: vascular endothelial growth factor D isoform X4 [Lates calcarifer]
						1	131.0	1.52575e-07	gi|1248995619|ref|XP_022524203.1| uncharacterized protein LOC103032641 [Astyanax mexicanus]
						1	131.0	1.56177e-07	gi|1357729473|ref|XP_024151542.1| vascular endothelial growth factor D isoform X4 [Oryzias melastigma]
						1	131.0	1.58484e-07	gi|1079739733|ref|XP_018539196.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Lates calcarifer]
						1	131.0	1.64458e-07	gi|1079739737|ref|XP_018539198.1| PREDICTED: vascular endothelial growth factor D isoform X3 [Lates calcarifer]
						1	131.0	1.65026e-07	gi|1317092839|ref|XP_023257422.1| vascular endothelial growth factor D isoform X1 [Seriola lalandi dorsalis]
						1	131.0	1.66799e-07	gi|1079739735|ref|XP_018539197.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Lates calcarifer]
						1	131.0	1.70005e-07	gi|657745849|ref|XP_008308169.1| vascular endothelial growth factor D isoform X2 [Cynoglossus semilaevis]
						1	131.0	1.71228e-07	gi|1049214752|ref|XP_017541107.1| PREDICTED: uncharacterized protein LOC108413209 isoform X2 [Pygocentrus nattereri]
						1	131.0	1.72863e-07	gi|1469977817|ref|XP_026176032.1| vascular endothelial growth factor D-like [Mastacembelus armatus]
						1	131.0	1.73796e-07	gi|1211251909|ref|XP_021480212.1| trichohyalin-like [Oncorhynchus mykiss] >gi|642123534|emb|CDQ62809.1| unnamed protein product [Oncorhynchus mykiss]
						1	130.0	1.738e-07	gi|1035269257|ref|XP_016887830.1| vascular endothelial growth factor D isoform X1 [Cynoglossus semilaevis]
						1	130.0	1.7851e-07	gi|1317092841|ref|XP_023257423.1| vascular endothelial growth factor D isoform X2 [Seriola lalandi dorsalis]
						1	131.0	1.81895e-07	gi|1020416880|ref|XP_016127334.1| PREDICTED: uncharacterized protein LOC107585031 [Sinocyclocheilus grahami] >gi|1020416882|ref|XP_016127335.1| PREDICTED: uncharacterized protein LOC107585031 [Sinocyclocheilus grahami]
						1	131.0	1.85975e-07	gi|1024958505|ref|XP_016300222.1| PREDICTED: uncharacterized protein LOC107656789 [Sinocyclocheilus anshuiensis]
						1	131.0	1.97083e-07	gi|1158875768|ref|XP_020341879.1| trichohyalin-like [Oncorhynchus kisutch]
						1	130.0	2.04064e-07	gi|1317092843|ref|XP_023257424.1| vascular endothelial growth factor D isoform X3 [Seriola lalandi dorsalis]
						1	130.0	2.04513e-07	gi|1308386204|ref|XP_023122772.1| vascular endothelial growth factor D-like [Amphiprion ocellaris]
						1	131.0	2.04883e-07	gi|1343038211|ref|XP_023869218.1| trichohyalin [Salvelinus alpinus]
						1	130.0	2.16317e-07	gi|1250101661|ref|XP_022605224.1| vascular endothelial growth factor D [Seriola dumerili]
						1	130.0	2.24434e-07	gi|1317155093|ref|XP_023251581.1| uncharacterized protein LOC111646335 [Seriola lalandi dorsalis] >gi|1317155095|ref|XP_023251582.1| uncharacterized protein LOC111646335 [Seriola lalandi dorsalis]
						1	130.0	2.30009e-07	gi|1020411452|ref|XP_016124411.1| PREDICTED: uncharacterized protein LOC107582898 [Sinocyclocheilus grahami] >gi|1020411454|ref|XP_016124412.1| PREDICTED: uncharacterized protein LOC107582898 [Sinocyclocheilus grahami]
						1	129.0	2.37299e-07	gi|1158849550|ref|XP_020333597.1| vascular endothelial growth factor D isoform X1 [Oncorhynchus kisutch]
						1	130.0	2.45525e-07	gi|1469115897|ref|XP_026065194.1| uncharacterized protein LOC113047958 [Carassius auratus] >gi|1469115899|ref|XP_026065203.1| uncharacterized protein LOC113047958 [Carassius auratus]
						1	130.0	2.49488e-07	gi|1250145853|ref|XP_022612763.1| stress response protein nst1-like isoform X1 [Seriola dumerili] >gi|1250145855|ref|XP_022612764.1| stress response protein nst1-like isoform X1 [Seriola dumerili]
						1	126.0	2.7683e-07	gi|938080344|gb|KPP76120.1| hypothetical protein Z043_104567, partial [Scleropages formosus]
						1	129.0	2.85928e-07	gi|1473010881|ref|XP_026233895.1| vascular endothelial growth factor D isoform X1 [Anabas testudineus]
						1	129.0	2.89772e-07	gi|1158888649|ref|XP_020348787.1| stress response protein NST1-like [Oncorhynchus kisutch]
						1	129.0	2.93024e-07	gi|1188120624|ref|XP_020782930.1| uncharacterized protein LOC110162383 [Boleophthalmus pectinirostris]
						1	129.0	3.01041e-07	gi|1367522749|ref|XP_024245756.1| uncharacterized protein LOC112225881 [Oncorhynchus tshawytscha]
						1	128.0	3.21108e-07	gi|1473010883|ref|XP_026233896.1| vascular endothelial growth factor D isoform X2 [Anabas testudineus]
						1	129.0	3.34749e-07	gi|1211257511|ref|XP_021413168.1| putative uncharacterized protein DDB_G0291608 [Oncorhynchus mykiss] >gi|642109008|emb|CDQ72167.1| unnamed protein product [Oncorhynchus mykiss]
						1	128.0	3.46891e-07	gi|1357729479|ref|XP_024151545.1| vascular endothelial growth factor D isoform X7 [Oryzias melastigma]
						1	129.0	3.47602e-07	gi|1503208877|ref|XP_026772942.1| uncharacterized protein LOC113528535 isoform X2 [Pangasianodon hypophthalmus]
